,County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
1452,Jefferson,Mississippi,25019,30163,7225,28,063,MS
1453,Newton,Mississippi,35958,45619,21360,28,101,MS
1454,Prentiss,Mississippi,39256,50317,25255,28,117,MS
1455,Sharkey,Mississippi,29394,43699,4404,28,125,MS
1456,Choctaw,Mississippi,36777,52813,8277,28,019,MS
1457,Hancock,Mississippi,48119,58159,46961,28,045,MS
1458,Itawamba,Mississippi,44567,53186,23462,28,057,MS
1459,Issaquena,Mississippi,24208,49028,1361,28,055,MS
1460,Jackson,Mississippi,51657,65797,142376,28,059,MS
1461,Leflore,Mississippi,26735,36639,29222,28,083,MS
1462,Tunica,Mississippi,39370,41597,9988,28,143,MS
1463,Claiborne,Mississippi,29338,29064,9089,28,021,MS
1464,Harrison,Mississippi,47894,57569,204502,28,047,MS
1465,Lauderdale,Mississippi,42534,52161,76279,28,075,MS
1466,Lincoln,Mississippi,42606,58037,34320,28,085,MS
1467,Simpson,Mississippi,43850,51477,26888,28,127,MS
1468,Winston,Mississippi,34724,44504,18229,28,159,MS
1469,Attala,Mississippi,33767,45940,18437,28,007,MS
1470,Lamar,Mississippi,60328,78785,61969,28,073,MS
1471,Lee,Mississippi,50559,63100,85072,28,081,MS
1472,Tallahatchie,Mississippi,29864,39185,14158,28,135,MS
1473,Smith,Mississippi,43105,58304,16009,28,129,MS
1474,Warren,Mississippi,45113,56307,46519,28,149,MS
1475,Clarke,Mississippi,43207,58222,15770,28,023,MS
1476,Montgomery,Mississippi,39840,46767,10068,28,097,MS
1477,Oktibbeha,Mississippi,40453,66001,49512,28,105,MS
1478,Webster,Mississippi,45730,56781,9768,28,155,MS
1479,Alcorn,Mississippi,42086,53263,37090,28,003,MS
1480,Clay,Mississippi,31833,42592,19640,28,025,MS
1481,Covington,Mississippi,38178,43847,18978,28,031,MS
1482,Humphreys,Mississippi,28962,34754,8389,28,053,MS
1483,Madison,Missouri,43636,56974,12179,29,123,MO
1484,Vernon,Missouri,43276,53735,20595,29,217,MO
1485,Nodaway,Missouri,44232,62630,22359,29,147,MO
1486,Chariton,Missouri,46738,60568,7483,29,041,MO
1487,Wayne,Missouri,34316,42946,13195,29,223,MO
1488,Scott,Missouri,44139,53789,38633,29,201,MO
1489,Barton,Missouri,44125,59736,11797,29,011,MO
1490,Cedar,Missouri,39365,46536,14043,29,039,MO
1491,Gasconade,Missouri,54885,66699,14711,29,073,MO
1492,Macon,Missouri,42746,56453,15199,29,121,MO
1493,Oregon,Missouri,33601,41403,10647,29,149,MO
1494,Ste. Genevieve,Missouri,60129,77646,17848,29,186,MO
1495,Douglas,Missouri,37425,46410,13306,29,067,MO
1496,Henry,Missouri,45795,58958,21735,29,083,MO
1497,Lawrence,Missouri,44742,53142,38204,29,109,MO
1498,Pulaski,Missouri,53492,64555,52425,29,169,MO
1499,Texas,Missouri,35067,46410,25604,29,215,MO
1500,Callaway,Missouri,56938,68912,44889,29,027,MO
1501,Cooper,Missouri,52735,65305,17660,29,053,MO
1502,Gentry,Missouri,47790,59890,6616,29,075,MO
1503,Mississippi,Missouri,35357,39879,13574,29,133,MO
1504,Ozark,Missouri,31947,41080,9207,29,153,MO
1505,Bollinger,Missouri,44158,56627,12225,29,017,MO
1506,Knox,Missouri,40000,53276,3947,29,103,MO
1507,Montgomery,Missouri,46757,57096,11487,29,139,MO
1508,Stoddard,Missouri,41062,51727,29377,29,207,MO
1509,Audrain,Missouri,44261,53575,25644,29,007,MO
1510,Greene,Missouri,46086,61487,289756,29,077,MO
1511,St. Clair,Missouri,38870,51623,9370,29,185,MO
1512,Schuyler,Missouri,42694,51902,4555,29,197,MO
1513,Camden,Missouri,53478,67164,45466,29,029,MO
1514,Jefferson,Missouri,65454,74953,223951,29,099,MO
1515,New Madrid,Missouri,38679,46859,17560,29,143,MO
1516,Ralls,Missouri,55377,68832,10234,29,173,MO
1517,Shelby,Missouri,44083,59042,6013,29,205,MO
1518,Webster,Missouri,50560,58488,38655,29,225,MO
1519,Atchison,Missouri,50236,64474,5229,29,005,MO
1520,Bates,Missouri,47625,63130,16296,29,013,MO
1521,Benton,Missouri,40249,52185,19107,29,015,MO
1522,Carter,Missouri,39530,55463,6147,29,035,MO
1523,Dade,Missouri,40399,45104,7578,29,057,MO
1524,Linn,Missouri,45930,52199,12113,29,115,MO
1525,Howell,Missouri,38357,47152,40104,29,091,MO
1526,Johnson,Missouri,55273,69294,53682,29,101,MO
1527,Laclede,Missouri,47257,56215,35531,29,105,MO
1528,Maries,Missouri,47569,64174,8803,29,125,MO
1529,Phelps,Missouri,44154,61987,44630,29,161,MO
1530,Platte,Missouri,80393,98059,100682,29,165,MO
1531,St. Francois,Missouri,46466,58440,66643,29,187,MO
1532,St. Louis city,Missouri,43896,57639,308174,29,510,MO
1533,Andrew,Missouri,58772,73649,17503,29,003,MO
1534,Butler,Missouri,39915,47402,42656,29,023,MO
1535,Carroll,Missouri,50830,59605,8781,29,033,MO
1536,Daviess,Missouri,51679,60685,8295,29,061,MO
1537,Holt,Missouri,49524,59539,4432,29,087,MO
1538,Marion,Missouri,48784,62059,28608,29,127,MO
1539,Osage,Missouri,61687,73378,13615,29,151,MO
1540,Ripley,Missouri,34971,43393,13567,29,181,MO
1541,Warren,Missouri,60125,68807,34453,29,219,MO
1542,Washington,Missouri,41483,49921,24860,29,221,MO
1543,Christian,Missouri,60645,70516,85658,29,043,MO
1544,DeKalb,Missouri,55918,70559,12526,29,063,MO
1545,Harrison,Missouri,42917,53491,8491,29,081,MO
1546,Lafayette,Missouri,58766,69940,32597,29,107,MO
1547,Adair,Missouri,41929,63038,25369,29,001,MO
1548,Scotland,Missouri,50085,62457,4902,29,199,MO
1549,Sullivan,Missouri,46481,53944,6247,29,211,MO
1550,Clark,Missouri,48909,61212,6779,29,045,MO
1551,Jasper,Missouri,48357,57966,119920,29,097,MO
1552,Lewis,Missouri,45988,57118,9955,29,111,MO
1553,McDonald,Missouri,41643,47400,22782,29,119,MO
1554,Perry,Missouri,55863,67146,19191,29,157,MO
1555,Polk,Missouri,45660,52507,31748,29,167,MO
1556,Ray,Missouri,61957,76799,22875,29,177,MO
1557,Mercer,Missouri,47298,65648,3644,29,129,MO
1558,Wright,Missouri,34776,42734,18203,29,229,MO
1559,Clay,Missouri,70510,85622,242516,29,047,MO
1560,Dent,Missouri,42100,53522,15545,29,065,MO
1561,Saline,Missouri,44720,57327,22976,29,195,MO
1562,Worth,Missouri,53580,61277,2027,29,227,MO
1563,Grundy,Missouri,45594,63929,9992,29,079,MO
1564,Morgan,Missouri,39003,49511,20271,29,141,MO
1565,Reynolds,Missouri,40324,50776,6290,29,179,MO
1566,St. Louis,Missouri,67420,88604,996919,29,189,MO
1567,Stone,Missouri,49656,56921,31615,29,209,MO
1568,Barry,Missouri,44403,53941,35530,29,009,MO
1569,Boone,Missouri,55328,78103,177651,29,019,MO
1570,Cole,Missouri,60066,77934,76723,29,051,MO
1571,Crawford,Missouri,44438,53100,24154,29,055,MO
1572,Iron,Missouri,37435,48482,10164,29,093,MO
1573,Livingston,Missouri,46992,60491,15126,29,117,MO
1574,Moniteau,Missouri,58010,70720,16046,29,135,MO
1575,Pemiscot,Missouri,33859,44313,16663,29,155,MO
1576,Pettis,Missouri,46157,56759,42355,29,159,MO
1577,Shannon,Missouri,34265,44600,8217,29,203,MO
1578,Randolph,Missouri,47740,60625,24878,29,175,MO
1579,Dunklin,Missouri,36380,45334,30027,29,069,MO
1580,Franklin,Missouri,57214,71130,103191,29,071,MO
1581,Howard,Missouri,52700,65152,10058,29,089,MO
1582,Jackson,Missouri,55134,71546,696216,29,095,MO
1583,Miller,Missouri,47171,59006,25201,29,131,MO
1584,Putnam,Missouri,42849,55375,4781,29,171,MO
1585,Taney,Missouri,46031,53964,55114,29,213,MO
1586,Buchanan,Missouri,51916,63626,88460,29,021,MO
1587,Caldwell,Missouri,49839,59514,9039,29,025,MO
1588,Cass,Missouri,69433,80914,103597,29,037,MO
1589,Clinton,Missouri,62701,73924,20500,29,049,MO
1590,Dallas,Missouri,43542,55856,16617,29,059,MO
1591,Hickory,Missouri,34182,48062,9404,29,085,MO
1592,Lincoln,Missouri,64196,74153,56477,29,113,MO
1593,Monroe,Missouri,43966,57326,8629,29,137,MO
1594,Newton,Missouri,50813,62334,58180,29,145,MO
1595,Pike,Missouri,46385,59023,18455,29,163,MO
1596,St. Charles,Missouri,84978,100320,394290,29,183,MO
1597,Cape Girardeau,Missouri,53732,69699,78491,29,031,MO
1598,Custer,Montana,52965,73245,11729,30,017,MT
1599,Powder River,Montana,54427,61522,1607,30,075,MT
1600,Roosevelt,Montana,43194,51658,11175,30,085,MT
1601,Liberty,Montana,44875,61136,2351,30,051,MT
1602,Richland,Montana,67205,86250,11199,30,083,MT
1603,Toole,Montana,50721,63679,4892,30,101,MT
1604,Daniels,Montana,57440,76450,1730,30,019,MT
1605,Judith Basin,Montana,43661,58063,1954,30,045,MT
1606,Deer Lodge,Montana,41820,50769,9106,30,023,MT
1607,McCone,Montana,49701,62500,1790,30,055,MT
1608,Rosebud,Montana,57992,69583,9152,30,087,MT
1609,Dawson,Montana,58596,70083,9017,30,021,MT
1610,Broadwater,Montana,60594,73946,5945,30,007,MT
1611,Phillips,Montana,46212,59293,4077,30,071,MT
1612,Hill,Montana,49321,62010,16436,30,041,MT
1613,Chouteau,Montana,42298,53723,5732,30,015,MT
1614,Lincoln,Montana,40140,50491,19537,30,053,MT
1615,Park,Montana,53068,74420,16352,30,067,MT
1616,Treasure,Montana,43047,55469,668,30,103,MT
1617,Blaine,Montana,41279,48828,6719,30,005,MT
1618,Sweet Grass,Montana,49886,67906,3670,30,097,MT
1619,Teton,Montana,55000,64470,6086,30,099,MT
1620,Prairie,Montana,43625,62262,1252,30,079,MT
1621,Glacier,Montana,36045,47979,13732,30,035,MT
1622,Fallon,Montana,64545,94688,2921,30,025,MT
1623,Golden Valley,Montana,43875,52019,728,30,037,MT
1624,Silver Bow,Montana,45718,65697,34770,30,093,MT
1625,Stillwater,Montana,64645,80238,9466,30,095,MT
1626,Jefferson,Montana,69646,81464,11917,30,043,MT
1627,Granite,Montana,49881,60658,3311,30,039,MT
1628,Wheatland,Montana,39655,49375,2142,30,107,MT
1629,Madison,Montana,54107,65350,8302,30,057,MT
1630,Sheridan,Montana,55521,72321,3483,30,091,MT
1631,Carter,Montana,48000,61000,1331,30,011,MT
1632,Big Horn,Montana,49859,55205,13387,30,003,MT
1633,Lake,Montana,48829,57838,30013,30,047,MT
1634,Lewis and Clark,Montana,65791,85982,67805,30,049,MT
1635,Pondera,Montana,51151,64514,5994,30,073,MT
1636,Yellowstone,Montana,61264,77466,159008,30,111,MT
1637,Missoula,Montana,54062,73643,117309,30,063,MT
1638,Ravalli,Montana,53054,66236,42512,30,081,MT
1639,Valley,Montana,53162,68309,7471,30,105,MT
1640,Cascade,Montana,49913,64409,81625,30,013,MT
1641,Fergus,Montana,50540,59479,11221,30,027,MT
1642,Garfield,Montana,42000,58542,1036,30,033,MT
1643,Mineral,Montana,41705,51325,4251,30,061,MT
1644,Petroleum,Montana,51250,64583,453,30,069,MT
1645,Powell,Montana,54667,67944,6854,30,077,MT
1646,Sanders,Montana,40823,50250,11681,30,089,MT
1647,Wibaux,Montana,53958,68750,1122,30,109,MT
1648,Gallatin,Montana,66397,88890,108063,30,031,MT
1649,Meagher,Montana,46607,52917,1888,30,059,MT
1650,Carbon,Montana,58707,74000,10597,30,009,MT
1651,Beaverhead,Montana,43201,71033,9415,30,001,MT
1652,Flathead,Montana,56182,70348,99899,30,029,MT
1653,Musselshell,Montana,43274,52396,4766,30,065,MT
1654,Blaine,Nebraska,51094,54250,477,31,009,NE
1655,Deuel,Nebraska,47287,57000,1831,31,049,NE
1656,Logan,Nebraska,52708,61250,927,31,113,NE
1657,Thayer,Nebraska,51821,67813,5057,31,169,NE
1658,Adams,Nebraska,53023,70688,31587,31,001,NE
1659,Boone,Nebraska,54979,68142,5279,31,011,NE
1660,Rock,Nebraska,56250,69420,1414,31,149,NE
1661,Sherman,Nebraska,50781,70379,3033,31,163,NE
1662,Howard,Nebraska,59348,73902,6417,31,093,NE
1663,Gosper,Nebraska,64053,80833,2013,31,073,NE
1664,Sarpy,Nebraska,82032,96898,181232,31,153,NE
1665,Boyd,Nebraska,47778,66250,1937,31,015,NE
1666,Fillmore,Nebraska,60313,81222,5547,31,059,NE
1667,Hooker,Nebraska,41125,61250,693,31,091,NE
1668,Seward,Nebraska,70389,87671,17171,31,159,NE
1669,Webster,Nebraska,46188,63849,3537,31,181,NE
1670,Butler,Nebraska,58979,76674,8029,31,023,NE
1671,Arthur,Nebraska,42813,67656,427,31,005,NE
1672,Gage,Nebraska,53110,72864,21594,31,067,NE
1673,Kearney,Nebraska,60266,78254,6529,31,099,NE
1674,Madison,Nebraska,53188,69562,35080,31,119,NE
1675,Phelps,Nebraska,59040,76706,9100,31,137,NE
1676,Wayne,Nebraska,56456,74638,9332,31,179,NE
1677,Knox,Nebraska,52332,65665,8426,31,107,NE
1678,Merrick,Nebraska,55649,70363,7798,31,121,NE
1679,Pawnee,Nebraska,46452,59167,2649,31,133,NE
1680,Wheeler,Nebraska,51591,67670,783,31,183,NE
1681,Harlan,Nebraska,49835,70048,3415,31,083,NE
1682,York,Nebraska,60298,75378,13745,31,185,NE
1683,Buffalo,Nebraska,59431,79760,49209,31,019,NE
1684,Colfax,Nebraska,58872,67464,10714,31,037,NE
1685,Hitchcock,Nebraska,49962,65469,2815,31,087,NE
1686,Platte,Nebraska,62305,78024,33174,31,141,NE
1687,Polk,Nebraska,67719,77532,5225,31,143,NE
1688,Box Butte,Nebraska,54004,72721,10970,31,013,NE
1689,Brown,Nebraska,43098,61146,3015,31,017,NE
1690,Sheridan,Nebraska,45371,59671,5231,31,161,NE
1691,Lancaster,Nebraska,60527,81121,313158,31,109,NE
1692,Nuckolls,Nebraska,43388,60720,4244,31,129,NE
1693,Banner,Nebraska,51750,59219,722,31,007,NE
1694,Frontier,Nebraska,54659,67102,2640,31,063,NE
1695,Douglas,Nebraska,64629,84036,560617,31,055,NE
1696,Richardson,Nebraska,47917,63551,7961,31,147,NE
1697,Holt,Nebraska,60387,73214,10177,31,089,NE
1698,Furnas,Nebraska,48838,63917,4747,31,065,NE
1699,Saline,Nebraska,51502,63729,14270,31,151,NE
1700,Thurston,Nebraska,51034,57204,7181,31,173,NE
1701,Washington,Nebraska,71430,86451,20361,31,177,NE
1702,Cherry,Nebraska,56651,64434,5779,31,031,NE
1703,Dodge,Nebraska,54085,66765,36665,31,053,NE
1704,Garden,Nebraska,43750,57386,1864,31,069,NE
1705,Morrill,Nebraska,46194,60804,4781,31,123,NE
1706,Nemaha,Nebraska,51828,72542,6973,31,127,NE
1707,Thomas,Nebraska,59432,81250,645,31,171,NE
1708,Dakota,Nebraska,59231,67759,20173,31,043,NE
1709,Antelope,Nebraska,49912,63967,6341,31,003,NE
1710,Chase,Nebraska,57009,64239,3783,31,029,NE
1711,Clay,Nebraska,57173,71803,6203,31,035,NE
1712,Custer,Nebraska,52184,59352,10826,31,041,NE
1713,Franklin,Nebraska,49282,62292,2987,31,061,NE
1714,Hamilton,Nebraska,64210,77679,9215,31,081,NE
1715,Jefferson,Nebraska,44510,58441,7144,31,095,NE
1716,Keith,Nebraska,50735,66333,8068,31,101,NE
1717,Loup,Nebraska,51000,63056,605,31,115,NE
1718,Perkins,Nebraska,65543,81250,2901,31,135,NE
1719,Saunders,Nebraska,68682,83648,21165,31,155,NE
1720,Scotts Bluff,Nebraska,49745,63635,36074,31,157,NE
1721,Keya Paha,Nebraska,56500,58214,760,31,103,NE
1722,Kimball,Nebraska,53403,65625,3633,31,105,NE
1723,Lincoln,Nebraska,59795,74931,35263,31,111,NE
1724,Pierce,Nebraska,64511,77889,7144,31,139,NE
1725,Sioux,Nebraska,48269,57212,1219,31,165,NE
1726,Burt,Nebraska,54203,70625,6510,31,021,NE
1727,Cass,Nebraska,71846,88229,25888,31,025,NE
1728,Cuming,Nebraska,56768,73154,8952,31,039,NE
1729,Dixon,Nebraska,56905,72708,5719,31,051,NE
1730,Dundy,Nebraska,41716,55982,1913,31,057,NE
1731,Grant,Nebraska,46500,62000,722,31,075,NE
1732,Greeley,Nebraska,47869,61125,2382,31,077,NE
1733,Hall,Nebraska,57104,69435,61265,31,079,NE
1734,Hayes,Nebraska,51726,67734,893,31,085,NE
1735,Otoe,Nebraska,59167,76810,15949,31,131,NE
1736,Red Willow,Nebraska,48808,63367,10768,31,145,NE
1737,Cedar,Nebraska,61869,75346,8498,31,027,NE
1738,Dawes,Nebraska,50750,71750,8810,31,045,NE
1739,Johnson,Nebraska,54712,66063,5161,31,097,NE
1740,Cheyenne,Nebraska,53871,74095,9604,31,033,NE
1741,Dawson,Nebraska,53721,62454,23733,31,047,NE
1742,Garfield,Nebraska,53000,60921,2001,31,071,NE
1743,McPherson,Nebraska,48125,69167,395,31,117,NE
1744,Nance,Nebraska,49032,62917,3544,31,125,NE
1745,Stanton,Nebraska,63986,79207,5957,31,167,NE
1746,Valley,Nebraska,55324,74714,4206,31,175,NE
1747,Lander,Nevada,88030,98516,5643,32,015,NV
1748,Esmeralda,Nevada,37375,61944,969,32,009,NV
1749,Mineral,Nevada,35806,51533,4460,32,021,NV
1750,Lincoln,Nevada,58462,66335,5180,32,017,NV
1751,Washoe,Nevada,64791,79289,456936,32,031,NV
1752,Carson City,Nevada,55718,71821,54773,32,510,NV
1753,Churchill,Nevada,57824,67192,24259,32,001,NV
1754,Douglas,Nevada,66810,77796,48132,32,005,NV
1755,Pershing,Nevada,50491,62629,6615,32,027,NV
1756,Eureka,Nevada,67105,85096,1859,32,011,NV
1757,Humboldt,Nevada,67756,83256,16828,32,013,NV
1758,White Pine,Nevada,60827,72238,9679,32,033,NV
1759,Elko,Nevada,81232,91288,52297,32,007,NV
1760,Nye,Nevada,47300,56667,44380,32,023,NV
1761,Storey,Nevada,66292,74639,3988,32,029,NV
1762,Clark,Nevada,59340,70114,2182004,32,003,NV
1763,Lyon,Nevada,56875,67573,54380,32,019,NV
1764,Merrimack,New Hampshire,75737,92777,149917,33,013,NH
1765,Belknap,New Hampshire,69447,85589,60887,33,001,NH
1766,Strafford,New Hampshire,72960,91077,129124,33,017,NH
1767,Cheshire,New Hampshire,64751,83912,76042,33,005,NH
1768,Grafton,New Hampshire,63389,84085,89777,33,009,NH
1769,Rockingham,New Hampshire,93756,112363,306359,33,015,NH
1770,Sullivan,New Hampshire,61312,78592,43104,33,019,NH
1771,Hillsborough,New Hampshire,81460,100503,413035,33,011,NH
1772,Coos,New Hampshire,47117,63096,31741,33,007,NH
1773,Carroll,New Hampshire,63153,76695,48138,33,003,NH
1774,Monmouth,New Jersey,99733,124778,621659,34,025,NJ
1775,Sussex,New Jersey,94520,109397,141483,34,037,NJ
1776,Essex,New Jersey,61510,80523,795404,34,013,NJ
1777,Gloucester,New Jersey,87283,105658,291165,34,015,NJ
1778,Passaic,New Jersey,69688,81873,503637,34,031,NJ
1779,Bergen,New Jersey,101144,122981,930390,34,003,NJ
1780,Warren,New Jersey,81307,100654,105862,34,041,NJ
1781,Burlington,New Jersey,87416,105488,445702,34,005,NJ
1782,Mercer,New Jersey,81057,105309,367922,34,021,NJ
1783,Cumberland,New Jersey,54149,66085,151906,34,011,NJ
1784,Somerset,New Jersey,113611,137981,329838,34,035,NJ
1785,Ocean,New Jersey,70909,90024,596415,34,029,NJ
1786,Atlantic,New Jersey,62110,78829,266105,34,001,NJ
1787,Middlesex,New Jersey,89533,107149,825920,34,023,NJ
1788,Salem,New Jersey,66842,87294,62990,34,033,NJ
1789,Cape May,New Jersey,67074,83695,93086,34,009,NJ
1790,Camden,New Jersey,70451,88575,506738,34,007,NJ
1791,Union,New Jersey,80198,94933,554033,34,039,NJ
1792,Hudson,New Jersey,71189,76019,670046,34,017,NJ
1793,Hunterdon,New Jersey,115379,143105,124823,34,019,NJ
1794,Morris,New Jersey,115527,141633,493379,34,027,NJ
1795,Luna,New Mexico,29360,43283,24083,35,029,NM
1796,Taos,New Mexico,38329,50031,32786,35,055,NM
1797,Colfax,New Mexico,36302,51150,12168,35,007,NM
1798,Harding,New Mexico,29375,49750,441,35,021,NM
1799,Quay,New Mexico,29035,46250,8326,35,037,NM
1800,Lincoln,New Mexico,46216,59602,19461,35,027,NM
1801,Chaves,New Mexico,43359,51805,65144,35,005,NM
1802,Lea,New Mexico,60546,66973,70277,35,025,NM
1803,Santa Fe,New Mexico,61200,73098,149293,35,049,NM
1804,Union,New Mexico,35884,45104,4133,35,059,NM
1805,Sierra,New Mexico,29755,42301,11031,35,051,NM
1806,Socorro,New Mexico,42083,49395,16858,35,053,NM
1807,Roosevelt,New Mexico,42702,53760,18888,35,041,NM
1808,Doña Ana,New Mexico,40973,49631,216069,35,013,NM
1809,Los Alamos,New Mexico,121324,150332,18625,35,028,NM
1810,Rio Arriba,New Mexico,39952,51242,39159,35,039,NM
1811,San Miguel,New Mexico,30946,41563,27738,35,047,NM
1812,Valencia,New Mexico,48945,54896,76027,35,061,NM
1813,Torrance,New Mexico,36120,49787,15519,35,057,NM
1814,Bernalillo,New Mexico,53329,67871,677858,35,001,NM
1815,Otero,New Mexico,41988,53370,66137,35,035,NM
1816,Cibola,New Mexico,39413,50901,26891,35,006,NM
1817,De Baca,New Mexico,31625,55556,2040,35,011,NM
1818,Guadalupe,New Mexico,24798,42438,4353,35,019,NM
1819,Catron,New Mexico,41910,54271,3526,35,003,NM
1820,Hidalgo,New Mexico,42526,52853,4297,35,023,NM
1821,McKinley,New Mexico,33834,39439,72438,35,031,NM
1822,Sandoval,New Mexico,63802,74711,142704,35,043,NM
1823,Grant,New Mexico,37843,51558,27669,35,017,NM
1824,Curry,New Mexico,45092,51020,49732,35,009,NM
1825,Eddy,New Mexico,65328,74511,57732,35,015,NM
1826,Mora,New Mexico,28446,38100,4536,35,033,NM
1827,San Juan,New Mexico,50518,57070,126515,35,045,NM
1828,Schoharie,New York,57714,71286,31222,36,095,NY
1829,Fulton,New York,50482,61152,53646,36,035,NY
1830,Rensselaer,New York,68991,87508,159185,36,083,NY
1831,Franklin,New York,50407,63572,50477,36,033,NY
1832,Queens,New York,68666,76998,2287388,36,081,NY
1833,Washington,New York,57258,68813,61616,36,115,NY
1834,New York,New York,86553,110035,1631993,36,061,NY
1835,Cayuga,New York,58377,71907,77425,36,011,NY
1836,Rockland,New York,93024,110289,324422,36,087,NY
1837,Niagara,New York,55522,74256,210820,36,063,NY
1838,Essex,New York,56763,68490,37459,36,031,NY
1839,Nassau,New York,116100,135643,1356509,36,059,NY
1840,Schuyler,New York,52327,70876,17920,36,097,NY
1841,Chenango,New York,52002,62662,47909,36,017,NY
1842,Jefferson,New York,52685,62510,112842,36,045,NY
1843,Suffolk,New York,101031,118663,1483832,36,103,NY
1844,Wyoming,New York,58052,70977,40305,36,121,NY
1845,Oswego,New York,55967,67269,118339,36,075,NY
1846,Wayne,New York,59449,71161,90519,36,117,NY
1847,Broome,New York,52226,68775,193188,36,007,NY
1848,Erie,New York,58121,78166,919355,36,029,NY
1849,Sullivan,New York,57426,71365,75116,36,105,NY
1850,Orange,New York,79944,97009,380085,36,071,NY
1851,Bronx,New York,40088,47298,1435068,36,005,NY
1852,Onondaga,New York,61359,81171,462872,36,067,NY
1853,Clinton,New York,56365,71048,80583,36,019,NY
1854,Seneca,New York,54545,70538,34390,36,099,NY
1855,Putnam,New York,104486,122696,98787,36,079,NY
1856,Herkimer,New York,54646,70028,62057,36,043,NY
1857,Ontario,New York,64944,83244,109511,36,069,NY
1858,Steuben,New York,53663,65970,96422,36,101,NY
1859,Hamilton,New York,58675,71286,4515,36,041,NY
1860,Chautauqua,New York,46820,61476,128496,36,013,NY
1861,Kings,New York,60231,68306,2589974,36,047,NY
1862,Tioga,New York,62999,77901,48686,36,107,NY
1863,Orleans,New York,52620,61639,40904,36,073,NY
1864,Saratoga,New York,84291,102897,228502,36,091,NY
1865,Columbia,New York,66787,79775,60371,36,021,NY
1866,Lewis,New York,54524,62508,26572,36,049,NY
1867,Westchester,New York,96610,124670,968890,36,119,NY
1868,Delaware,New York,49544,64686,44995,36,025,NY
1869,Montgomery,New York,49462,60621,49302,36,057,NY
1870,Richmond,New York,82783,100517,474893,36,085,NY
1871,St. Lawrence,New York,50940,62727,108913,36,089,NY
1872,Tompkins,New York,60240,86232,102642,36,109,NY
1873,Warren,New York,61024,80392,64276,36,113,NY
1874,Cortland,New York,56023,70192,47865,36,023,NY
1875,Dutchess,New York,81219,102248,293754,36,027,NY
1876,Monroe,New York,60075,79962,743341,36,055,NY
1877,Oneida,New York,56027,71559,229959,36,065,NY
1878,Ulster,New York,64304,82828,178665,36,111,NY
1879,Chemung,New York,54940,69954,84895,36,015,NY
1880,Livingston,New York,59510,75112,63591,36,051,NY
1881,Otsego,New York,54028,69382,59972,36,077,NY
1882,Greene,New York,53601,71097,47424,36,039,NY
1883,Albany,New York,66252,94506,306968,36,001,NY
1884,Allegany,New York,48412,60035,46688,36,003,NY
1885,Cattaraugus,New York,48703,61002,77121,36,009,NY
1886,Madison,New York,61633,79122,71205,36,053,NY
1887,Schenectady,New York,65499,85332,154859,36,093,NY
1888,Genesee,New York,60524,77910,57808,36,037,NY
1889,Yates,New York,56563,73766,25011,36,123,NY
1890,Haywood,North Carolina,51659,66176,61053,37,087,NC
1891,Forsyth,North Carolina,51569,67362,375195,37,067,NC
1892,Bladen,North Carolina,36173,47038,33407,37,017,NC
1893,Carteret,North Carolina,57194,71425,69070,37,031,NC
1894,Bertie,North Carolina,35527,51118,19380,37,015,NC
1895,Martin,North Carolina,40090,47227,22849,37,117,NC
1896,Perquimans,North Carolina,47162,62641,13430,37,143,NC
1897,Rockingham,North Carolina,43579,54720,91077,37,157,NC
1898,Camden,North Carolina,64572,75844,10551,37,029,NC
1899,Gaston,North Carolina,52835,64608,219271,37,071,NC
1900,Moore,North Carolina,59963,76561,97294,37,125,NC
1901,Stanly,North Carolina,52623,64663,61588,37,167,NC
1902,Yancey,North Carolina,42222,56590,17760,37,199,NC
1903,Chatham,North Carolina,67031,83963,71338,37,037,NC
1904,Johnston,North Carolina,59865,69409,196870,37,101,NC
1905,Person,North Carolina,51020,65704,39345,37,145,NC
1906,Ashe,North Carolina,40962,53859,26863,37,009,NC
1907,Lenoir,North Carolina,39402,50410,56756,37,107,NC
1908,Onslow,North Carolina,50278,56784,195069,37,133,NC
1909,Rutherford,North Carolina,42608,53754,66599,37,161,NC
1910,Yadkin,North Carolina,44682,55680,37602,37,197,NC
1911,Burke,North Carolina,44557,55817,89968,37,023,NC
1912,Greene,North Carolina,39837,54979,21033,37,079,NC
1913,Mitchell,North Carolina,46103,59607,15004,37,121,NC
1914,Chowan,North Carolina,46519,52111,14097,37,041,NC
1915,Alleghany,North Carolina,37830,43897,11008,37,005,NC
1916,Caldwell,North Carolina,44511,55308,81884,37,027,NC
1917,Catawba,North Carolina,52056,64038,157613,37,035,NC
1918,Cleveland,North Carolina,42247,52389,97282,37,045,NC
1919,Craven,North Carolina,52687,64514,102491,37,049,NC
1920,Edgecombe,North Carolina,36866,45005,52648,37,065,NC
1921,Granville,North Carolina,55856,67290,59328,37,077,NC
1922,Harnett,North Carolina,53554,64398,132283,37,085,NC
1923,Hoke,North Carolina,48072,56565,53957,37,093,NC
1924,Henderson,North Carolina,55945,71907,114913,37,089,NC
1925,Hyde,North Carolina,39663,46838,5213,37,095,NC
1926,Iredell,North Carolina,60955,73793,175538,37,097,NC
1927,Mecklenburg,North Carolina,66641,83557,1074475,37,119,NC
1928,Northampton,North Carolina,37146,44923,19946,37,131,NC
